Report generated on: 03-01-2022 10:34:37
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.57-1-SAU-TBPD.A","                Crude oil including lease condensate (Mb/d)","7596.13698630137","8479.887671232877","7075.07397260274","8576.967213114754","9245.019178082192","8300.712328767124","9531.956164383562","9900.158469945356","9814.94794520548","6482.991780821918","5085.895890410959","4663.20218579235","3387.821917808219","4870.016438356164","4264.991780821918","5085.950819672131","5064.156164383561","6410.003594520548","8114.995863013699","8332.19425005537","8198.232876712329","8119.87397260274","8231.232876712329","8218.117486338799","8362.175342465753","8388.90410958904","7833.391780821918","8403.79918032787","8031.095890410959","7634.395890410959","8774.999999999998","9100.819672131147","9550.13698630137","9152.328767123288","8721.506849315068","9261.250969945355","8250.112446575342","8216.602739726028","9422.684931506848","9832.322404371585","9693.150684931506","9735.342465753425","10168.246575342466","10460.710382513662","10305.424657534246","10598.13698630137","9980.90410958904","9405.666666666666",""
"INTL.58-1-SAU-TBPD.A","                NGPL (Mb/d)","","","","","","","","369","433","430","330","355","375","385","418","499","503","620","680","713","704","951.1041095890411","961.4575342465754","967.3524590163935","982.0191780821917","1019.972602739726","1009.9835616438356","1007.9999999999985","1051.000000000001","1095.000000000001","1219.9999999999982","1610","1860","1860","1940","2080","1980","1920","1920","1920","1920","1800","1815.4520547945206","1838.360655737705","1424","1417","1386","1311",""
"INTL.59-1-SAU-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","44","50","55","60","60","60","70","80","80","80","80","80","80","81.00546448087432","80","80","80","80","80","80","80","80","80","80","80.73972602739725","80",""
"INTL.56-1-SAU-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","16","17","16","14","15","15","-0.2","-9.3","-8","-12","-11","-5.1","-8.6","-8.7","-4.8","-1.5","2.2","1.1","2.7","3.6","3.94977400534975","4.5440604271326","0.110767123287675","1.81060621917808","5.422","6.171","6.11","7.116","6.344","4.599","7.094300000000001","9.4138","6.7614","5.0954","10.3969","18.3693","17.8155","18.5547","18.7753","19.0418","18.0002",""
"","Senegal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SEN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0.1","-0.1","-0.2","-0.1","-0.2","-0.0949677812968877","-0.0630392317704918","-0.046","0","0","0","0","0","0","0.015475488273224","-0.0275258125643836","-0.0211266817150685","-0.0312875074575342","-0.059","-0.039","-0.013","-0.065","-0.081","-0.032","0.03312","0.01309","-0.05420000000000001","-0.03410000000000001","-0.0226","-0.0248","-0.0241","-0.0251","-0.0254","-0.0265","-0.0251",""
"INTL.55-1-SEN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-SEN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SEN-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SEN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-SEN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.1","-0.1","-0.2","-0.1","-0.2","-0.0949677812968877","-0.0630392317704918","-0.046","","","","","","","0.015475488273224","-0.0275258125643836","-0.0211266817150685","-0.0312875074575342","-0.059","-0.039","-0.013","-0.065","-0.081","-0.032","0.03312","0.01309","-0.05420000000000001","-0.03410000000000001","-0.0226","-0.0248","-0.0241","-0.0251","-0.0254","-0.0265","-0.0251",""
"","Serbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SRB-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16.948","16.857","18.512","19.991","22.0376","19.64022191780822","18.06906775956284","19.991290410958904","19.39345616438356","22.99586712328767","22.6169","19.6839","18.704","18.7282","17.935856830601093",""
"INTL.55-1-SRB-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16","16.5","17","18.5","21","18.58082191780822","16.997267759562842","18.495890410958904","17.838356164383562","21.328767123287673","21","18","17","17","16.30225683060109",""
"INTL.57-1-SRB-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","13","13","14","18","16.58082191780822","14.997267759562842","16.495890410958904","16.838356164383562","20.328767123287673","20","18","17","17","16.30225683060109",""
"INTL.58-1-SRB-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","3","3","3","3","3","2","2","2","1","1","1","0","0","0","0",""
"INTL.59-1-SRB-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0.5","1","1.5","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-SRB-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.948","0.357","1.512","1.491","1.0376","1.0594","1.0718","1.4954","1.5551","1.6671","1.6169","1.6839","1.704","1.7282","1.6336",""
"","Seychelles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SYC-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SYC-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-SYC-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SYC-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SYC-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-SYC-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Sierra Leone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SLE-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.0114540886191781","-0.0538720523013698","-0.0397859058579235","-0.0382287041260274","-0.037980268230137","-0.0375701267123288","-0.00739125424043715","-0.035","0.1","0","0","0","0","0","-0.00204215223497268","0","0.000836068399999989","0.0039929292657534","0.001","0.003","0.029","0.025","0.033","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SLE-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-SLE-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SLE-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SLE-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-SLE-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.0114540886191781","-0.0538720523013698","-0.0397859058579235","-0.0382287041260274","-0.037980268230137","-0.0375701267123288","-0.00739125424043715","-0.035","0.1","","","","","","-0.00204215223497268","0","0.000836068399999989","0.0039929292657534","0.001","0.003","0.029","0.025","0.033","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Singapore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SGP-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","4","4","4","4","4","4","-6.2","1.1","-5.7","-6.6","-6","-1.9","-4","-0.6","-3.1","-1.2","6.4","5.4","3.2","6.3","13.0945737166776","14.9560429392219","8.29042467723836","9.70065583884384","9.836","8.573","9.967","11.608","23.548","20.579","20.2729","31.2596","35.8818","31.8839","35.9443","30.9931","31.6106","19.0121","19.2382","19.5112","18.444",""
"INTL.55-1-SGP-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.3","0.7","2","1","5","15","16","15","15","12.171","13.356","0","0","0","0",""
"INTL.57-1-SGP-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SGP-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SGP-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.3","0.7","2","1","5","15","16","15","15","12.171","13.356","0","0","0","0",""
"INTL.56-1-SGP-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","4","4","4","4","4","4","-6.2","1.1","-5.7","-6.6","-6","-1.9","-4","-0.6","-3.1","-1.2","6.4","5.4","3.2","6.3","13.0945737166776","14.9560429392219","8.29042467723836","9.70065583884384","9.836","8.553","9.667","10.908","21.548","19.579","15.2729","16.2596","19.8818","16.8839","20.9443","18.8221","18.2546","19.0121","19.2382","19.5112","18.444",""
"","Slovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SVK-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0.83","1.1","2","2.1","2","1.7","1.5","3.19072131147541","4.06659726027397","8.992169863013709","9.872504109589038","11.1614043715847","12.86668493150685","12.923","8.60954794520548","10.661868852459017","7.537424657534246","12.135","9.9877","8.9624","10.9507","10.6264","11.732800000000001","11.8556","9.075061643835616","6.177256164383562","5.569160273972603","5.684836612021858",""
"INTL.55-1-SVK-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","1.3","1.3","1.4","1.6","1.5","1.2","0.9","1","1.7","6.331506849315068","6.257739726027397","7.180404371584699","8.95068493150685","9.32","4.60054794520548","6.747868852459017","3.9534246575342467","9.354999999999999","6.69","6.078","7.991","7.888","8.535","8.928","6.0259616438356165","3.2123561643835616","3.0380602739726026","3.292136612021858",""
"INTL.57-1-SVK-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","1.3","1.3","1.4","1.6","1.5","1.2","0.9","1","1","1","1.255","0.858","0.7","0.62","0.48","0.42","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.21588493150684931","0.21146849315068494","0.20825205479452055","0.0801120218579235",""
"INTL.58-1-SVK-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SVK-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0.7","5.331506849315068","5.002739726027397","6.3224043715847","8.25068493150685","8.7","4.120547945205479","6.327868852459017","3.7534246575342465","9.155","6.49","5.878","7.791","7.688","8.335","8.728","5.810076712328767","3.000887671232877","2.8298082191780822","3.2120245901639346",""
"INTL.56-1-SVK-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","-0.47","-0.2","0.6","0.5","0.5","0.5","0.6","2.19072131147541","2.36659726027397","2.66066301369864","3.61476438356164","3.981","3.916","3.603","4.009","3.914","3.584","2.78","3.2977","2.8844","2.9597","2.7384","3.1978","2.9276","3.0491","2.9649","2.5311","2.3927",""
"","Slovenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SVN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.1","0.14","-0.1","0","0","0","0","0","0.02832723857377047","0.01556797753424658","0.01504531835616438","0.01184959859726027","0.006","0.105","0.105","0.105","0.165","0.145","0.375","0.015","0.025","0.035","0.005","0.005","0.005","0","0","0","0",""
"INTL.55-1-SVN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0.04","0","0","0","0","0","0","0.02","0.014","0.014","0.01","0.006","0.105","0.105","0.105","0.165","0.145","0.375","0.015","0.025","0.035","0.005","0.005","0.005","0","0","0","0",""
"INTL.57-1-SVN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0.04","","","","","","","0.02","0.014","0.014","0.01","0.006","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0","0","0","0",""
"INTL.58-1-SVN-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SVN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.16","0.14","0.37","0.01","0.02","0.03","0","0","0","0","0","0","0",""
"INTL.56-1-SVN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.1","0.1","-0.1","","","","","","0.00832723857377047","0.00156797753424658","0.00104531835616438","0.00184959859726027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Solomon Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SLB-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SLB-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-SLB-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SLB-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SLB-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-SLB-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Somalia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SOM-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0.2","0.1","0.1","0.1","0.1","0.059655704","0.0538061777213115","0.054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SOM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-SOM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SOM-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SOM-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-SOM-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.2","0.1","0.1","0.1","0.1","0.059655704","0.0538061777213115","0.054","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","South Africa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ZAF-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","4","20","55","55","60","67","72","67","77","77","77","140","194","195","207","208","210","214","194.7","201.6306098080492","209.28577102293698","211.44428404715072","202.30935573327676","234.041868852459","215.21073972602738","201.40716438356165","196.19553424657533","193.71366666666665","182.617","178.26185068493152","179.4813","177.57686830601094","177.83412191780823","161.0005","120.8933","115.5072","119.36871780821917","114.87995616438356","117.59168219178082","104.38470218579235",""
"INTL.55-1-ZAF-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","4","20","55","55","60","60","65","60","70","70","70","129","183","183","192","195","196","199","181.7","188.7","196.3284794520548","197.9638904109589","191.24109589041095","217.02786885245902","200.4027397260274","187.15616438356165","182.05753424657533","179.67166666666665","169.04","168.5531506849315","169.13","169.04256830601093","168.71082191780823","148","108.086","103.086","106.43211780821918","101.78955616438355","104.31548219178082","91.83470218579235",""
"INTL.57-1-ZAF-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","25","26.000000000000004","26.205479452054796","19.495890410958904","29.64109589041096","55.82786885245902","34.4027397260274","20.156164383561645","16.057534246575344","14.581967213114755","4","3.493150684931507","4","3.912568306010929","3.580821917808219","3","3","2","1.8543534246575342","1.5163342465753424","1.2402","1.0170628415300547",""
"INTL.58-1-ZAF-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","1.9","11","11","11","11","11","11","9.7","7.7","7.123","7.468","6.6","5.2","6","7","6","5.084699453551913","5","5","5","5","5","5","5","3","2.4259835616438354","2.3077424657534245","2.195008219178082","2.0881311475409836",""
"INTL.59-1-ZAF-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","4","20","55","55","60","60","65","60","70","70","70","127","172","172","181","184","185","170","147","155","163","171","155","156","160","160","160","160.005","160.04","160.06","160.13","160.13","160.13","140","100.086","98.086","102.15178082191781","97.9654794520548","100.88027397260274","88.72950819672131",""
"INTL.56-1-ZAF-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","7.1","7.1","7.3","7.3","7.4","7.4","11","11","12","15","13","14","15","13","12.9306098080492","12.9572915708822","13.4803936361918","11.0682598428658","17.014","14.808","14.251","14.138","14.042","13.577","9.7087","10.3513","8.5343","9.1233","13.0005","12.8073","12.4212","12.9366","13.0904","13.2762","12.55",""
"","South Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-KOR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","-13","-9","-8.1","-7.4","-9.6","-12","-9.8","-21","-24","-23.476","-24","-22","-15","-0.7","10.7","5.5","14.01130601092902","14.78218630136982","21.9132630136986","14.58881917808221","16.918","17.248","21.293","30.032808219178083","41.658868852459015","54.64964383561644","59.2443","58.6685","70.95830000000001","71.5391","81.0593","90.9555","89.905","88.31667808219179","93.58673698630137","96.89979452054794","99.00579071038253",""
"INTL.55-1-KOR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","9","13","12","11","10","9","10.2","11.9","13.917808219178083","14.327868852459016","18.76164383561644","27.48","26.11","27.606","25.893","27.313","31.355","33.619","25.24097808219178","28.68773698630137","28.484994520547946","34.33339071038252",""
"INTL.57-1-KOR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-KOR-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-KOR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","9","13","12","11","10","9","10.2","11.9","13.917808219178083","14.327868852459016","18.76164383561644","27.48","26.11","27.606","25.893","27.313","31.355","33.619","25.24097808219178","28.68773698630137","28.484994520547946","34.33339071038252",""
"INTL.56-1-KOR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","-13","-9","-8.1","-7.4","-9.6","-12","-9.8","-21","-24","-23.476","-24","-22","-15","-6.7","2.7","-3.5","1.01130601092902","2.78218630136982","10.9132630136986","4.58881917808221","7.918","7.048","9.393","16.115","27.331","35.888","31.7643","32.5585","43.35230000000001","45.6461","53.7463","59.6005","56.286","63.0757","64.899","68.4148","64.67240000000001",""
"","South Sudan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SSD-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.12476583882116","155.7925489275114","157.11030150636986","162.530858541439",""
"INTL.55-1-SSD-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.12476583882116","155.7925489275114","157.11030150636986","162.530858541439",""
"INTL.57-1-SSD-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.12476583882116","155.7925489275114","157.11030150636986","162.530858541439",""
