Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.63-2-TCD-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.421052632","0.4","0.4","0.4","0.189473684","0.231578947","0.4","1.1","0.9","1","0.7","0.4","0.4","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.39","0.347616438356164","0.347616438356164","0.369342465753425","0.39","0.434520547945205","0.434520547945205","0.434520547945205","0.411666666666667","0.412794520547945","0.456246575342466","0.456246575342466","0.456246575342466","0.456246575342466","0.456246575342466","0.45624657534247","0.45624657534247","0.695232876712","0.760410958904","0.695232876712",""
"INTL.64-2-TCD-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.105263158","0.1","0.1","0.1","0.047368421","0.057894737","0.1","0","0.00128","0.00132","0.03446","0.1","0.1","0","0","0","0","0","0","0","0.021120218579235","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.021120218579235","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.021120218579235","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.021178082191781","0.021178082191781","0.043452054795","0.043452054795","0.043452054795",""
"INTL.65-2-TCD-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.736842105","0.7","0.7","0.7","0.331578947","0.405263158","0.7","0.3","0.07698","0.07736","0.9","1","1","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.856065573770492","0.85841095890411","0.837972602739726","0.844104109589041","0.882562841530055","0.946295890410959","0.972865753424658","0.989216438356164","1.01912568306011","1.1241095890411","1.2467397260274","1.35506301369863","1.35506301369863","1.37958904109589","1.37958904109589","1.43027616438357","1.459298630137","5.579671232877","5.722739726027","5.784054794521",""
"INTL.66-2-TCD-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.547397260274","0.529150684932","0.565643835616",""
"INTL.67-2-TCD-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.1","0.00104","0.00105","0.00444","0","0","0","0","0","0","0","0","0","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.031780821917808","0.031780821917808","0.158904109589","1.334794520548","1.430136986301",""
"INTL.68-2-TCD-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.210526316","0.2","0.2","0.2","0.094736842","0.115789474","0.2","0.1","0.03347","0.03411","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.205901639344262","0.182082191780822","0.182082191780822","0.157698630136986","0.157267759562842","0.157698630136986","0.157698630136986","0.157698630136986","0.157267759562842","0.157698630136986","0.133315068493151","0.133315068493151","0.133315068493151","0.133315068493151","0.133315068493151","0.13331506849315","0.13331506849315","0.1032767123287671","0.1032767123287671","0.153424657534",""
"","Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-CHL-TBPD.A","    Consumption (Mb/d)","","","","","","","","107","104","102","96","101.142076","98.046575","103.512328","108.224657","119.661202","134.986301","145.473972","153.019178","165.251367","179.487671","195.868494","212.476712","231.63388","244.838356","254.920548","261.284932","239.625684","233.441095","239.649316","248.501369","263.420765","272.345206","278.172602","351.490411","369.333333","348.350685","322.29589","332.052054","332.06284","339.441096","336.364384","330.509588","351.959016","357.172604","363.430136","361.726027","323.535517"
"INTL.54-2-CHL-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","107","104","102","96","101.142076","98.046575","103.512328","108.224657","119.661202","134.986301","145.473972","153.019178","165.251367","179.487671","195.868494","212.476712","231.63388","244.838356","254.920548","261.284932","239.625684","233.441095","239.649316","248.501369","263.420765","272.345206","278.172602","351.490411","369.333333","348.350685","322.29589","332.052054","332.06284","339.441096","336.364384","330.509588","351.959016","357.172604","363.430136","361.726027","323.535517"
"INTL.62-2-CHL-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","25","27","25","27","24.918033","23.575342","24.509589","25.832877","28.73224","31.386301","32.452055","33.589041","36.92623","39.057534","43.854795","47.452055","50.661202","52.827397","54.956164","56.063014","56.054645","51.416438","51.10411","49.638356","49.743169","49.742466","49.093151","52.523288","54.101093","58.873973","65.063014","60.578082","61.800546","68.69863","72.358904","73.756164","77.464481","78.158904","78.246575","80.035616","68.674863"
"INTL.63-2-CHL-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","3","4","3","3","3.333333","3.210959","4.065753","4.430137","4.47541","4.873973","5.915068","5.830137","6.79235","7.750685","7.427397","8.6","9.23224","11.712329","13.668493","12.731507","11.486339","13.030137","13.030137","11.153425","12.202186","13.134247","13.989041","15.709589","18.174863","14.882192","17.435616","15.008219","19.639344","19.369863","21.391781","22.520548","21.885246","23.084932","25.29863","28.635616","15.34153"
"INTL.64-2-CHL-TBPD.A","            Kerosene (Mb/d)","","","","","","","","5","4","4","4","3.161202","2.468493","3.128767","3.635616","3.991803","4.917808","3.745205","4.665753","5.540984","5.942466","5.791781","5.769863","6.770492","6.789041","6.169863","5.386301","4.459016","3.805479","3.528767","2.575342","2.270492","1.920548","1.427397","1.956164","1.65847","2.59726","1.873973","2.506849","2.065574","2.408219","2.049315","3.063014","2.169399","2.865753","2.539726","2.40274","3.02459"
"INTL.65-2-CHL-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","25","22","23","27","28.79235","29.542466","31.967123","33.424658","37.557377","42.805479","46.460274","47.378082","48.437158","54.772603","59.819178","65.931507","71.786885","81.654795","80.380822","87.60274","82.166667","83.846575","86.742466","86.676712","92.909836","102.336986","106.090411","161.931507","168.584699","156.035616","142.246575","153.567123","152.584699","153.575342","147.641096","160.268493","169.013661","169.232877","173.180822","172.778082","162.674863"
"INTL.66-2-CHL-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","29","26","23","23","21.237705","20.457534","20.391781","19.589041","21.691257","25.854795","27","27.353425","30.42623","33.282192","35.350685","39.290411","38.734973","38.783562","35.789041","32.405479","32.928962","28.090411","25.391781","29.558904","30.185792","35.479452","39.69589","50.410959","50.904372","38.019178","32.613699","33.082192","26.844262","26.454795","24.890411","19.476712","18.15847","18.153425","17.345205","14.676712","10.606557"
"INTL.67-2-CHL-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","13.877049","13.591781","13.849315","14.99726","16.229508","17.4","18.032877","19.342466","21.420765","23.465753","24.00274","26.39726","28.519126","29.835616","32.271233","33.194521","33.103825","31.758904","30.90411","31.627397","32.371585","31.369863","31.435616","41.013699","42.079235","46.6","40.257534","40.638356","40.800546","41.750685","42.290411","32.747945","40.172131","42.594521","44.391781","43.983562","42.254098"
"INTL.68-2-CHL-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","20","21","24","12","5.822404","5.2","5.6","6.315068","6.983607","7.747945","11.868493","14.860274","15.70765","15.216438","19.621918","19.035616","25.928962","23.235616","31.684932","33.90137","19.42623","21.493151","28.947945","37.271233","43.737705","38.361644","36.441096","27.945205","33.830601","31.342466","22.805479","26.671233","28.327869","27.183562","25.742466","18.676712","23.095628","23.082192","22.427397","19.213699","20.959016"
"","China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-CHN-TBPD.A","    Consumption (Mb/d)","","","","","","","","1940","1857.000000001","1837.000000001","1874","1911","2024.000000001","2057","2162","2315","2416","2327","2431","2694","2993","3193","3394","3797","3636.5","4118","4359","4688.535","4814.297","5211.508","5786.183","6802.69","6970.258","7493.351","7923.259","8041.343","8497.269","9181.535191780822","9686.149484927397","10170.80617809452","10780.567783580822","11417.91284931507","11958.034531013698","12555.123190164384","13200.13740271233","13608.79921050685","14007.514099164384","--"
"INTL.54-2-CHN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","1940","1857.000000001","1837.000000001","1874","1911","2024.000000001","2057","2162","2315","2416","2327","2431","2694","2993","3193","3394","3797","3636.5","4118","4359","4688.535","4814.297","5211.508","5786.183","6802.69","6970.258","7493.351","7923.259","8041.343","8497.269","9181.535191780822","9686.149484927397","10170.80617809452","10780.567783580822","11417.91284931507","11958.034531013698","12555.123190164384","13200.13740271233","13608.79921050685","14007.514099164384","--"
"INTL.62-2-CHN-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","342.945619335","329.16163142","325.85347432","331.734642497","338.350956697","359.118831823","365","394","447","464","455","503","570","682","677","679","708","774","773","788","834.661","858.652","916.384","1005.929","1156.364","1204.604","1313.467","1394.8","1524.031","1586.528","1806.486","2011.556","2157.849","2463.187","2614.826","2707","2819","2958","3058","3192.720575342466","--"
"INTL.63-2-CHN-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","65.770392749","63.126888218","62.49244713","63.620342397","64.889224572","68.872104733","70","54","62","65","51","60","65","63","71","106","98","130","94","105","128.52","135.738","171.179","177.265","226.603","245.73","265.892","286.568","291.373","338.292","347.8554246575342","357.6973150684931","388.2658356164384","434.1294794520548","481.4487671232877","544.2152602739726","611.5659452054795","689.4320273972603","752.2854246575342","801.5166027397261","--"
"INTL.64-2-CHN-TBPD.A","            Kerosene (Mb/d)","","","","","","","","74","66","64","69","70","70","71","67","61","61","52","54","54","54","56","58","56","56","60","67","70.943","69.824","42.907","38.099","29.885","26.409","24.185","24.079","25.196","26.536","29.861","36.13","35.918","35.134","25.287","33.61","32.865172","33.1973698630137","33.76224657534247","33.31","--"
"INTL.65-2-CHN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","428.447129909","411.226586103","407.093655589","414.441087613","422.70694864","448.652567976","456","493","523","534","516","593","647","746","778","886","832","950.5","1069","1265","1392.617","1468.169","1597.332","1757.784","2086.277","2244.31","2403.644","2560.175","2767.542","2776.966","3011.329","3195.314","3461.399","3503.23","3513.579","3538.973","3423.725202","3443.803742465753","3386.437364383562","3097.577623","--"
"INTL.66-2-CHN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","606.966767372","582.570996979","576.716012085","587.124874119","598.834843907","635.591137966","646","698","698","747","728","666","680","749","701","688","699","745","712","702","764.893","766.529","746.643","876.75","992.46","890.613","939.813","895.636","738.89","684.497","690.32","609.07","583.733","580.3","552.9","533.637","530","528.5120547945205","499.5364931506849","516.7526843835617","--"
"INTL.67-2-CHN-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","50.737160121","48.697885196","48.208459215","49.078549849","50.057401813","53.129909366","54","62","76","90","88","93","117","127","191","207","262","291","375","362","446.351","454.476","522.078","585.54","648.751","664.755","734.37","769.398","732.218","749.078","819.107","836.454","844.414","946.668","1074.158","1243.69","1599.859287671233","1734.62904109589","1822.134356164384","1927","--"
"INTL.68-2-CHN-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","371.132930514","356.216012085","352.635951662","359.000503525","366.160624371","388.635448137","395","394","448","455","437","462","561","572","719","770","1142","690","1035","1070","1050.55","1060.909","1214.985","1344.816","1662.35","1693.837","1811.98","1992.603","1962.093","2335.372","2476.576767123288","2639.928169858904","2699.227342478082","2817.919304128767","3155.714082191781","3356.909270739726","3538.107583287671","3812.563167095891","4056.643325575342","4438.63661369863","--"
"","Colombia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-COL-TBPD.A","    Consumption (Mb/d)","","","","","","","","161","164","168","171.999999999","174.000000001","171.000000001","171.5","184.5","197.5","208.2","196.3","204.8","229.4","240.7","245.8","250.7","279","286.5","289","277.9","281.31936830601126","273.6960186301369","271.9993610958904","266.730309041096","281.83089836065545","273.7817391780822","284.64951671232876","269.6915265753424","274.14818688524593","259.3231528767124","268.4375561643834","307.29781589041096","326.70312767123295","328.8802115068491","340.3430597260272","335","352","328.5281369863014","336.93175342465753","352.44167123287673","281.6102808971617"
"INTL.54-2-COL-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","161","164","168","171.999999999","174.000000001","171.000000001","171.5","184.5","197.5","208.2","196.3","204.8","229.4","240.7","245.8","250.7","279","286.5","289","277.9","281.31936830601126","273.6960186301369","271.9993610958904","266.730309041096","281.83089836065545","273.7817391780822","284.64951671232876","269.6915265753424","274.14818688524593","259.3231528767124","268.4375561643834","307.29781589041096","326.70312767123295","328.8802115068491","340.3430597260272","335","352","328.5281369863014","336.93175342465753","352.44167123287673","281.6102808971617"
"INTL.62-2-COL-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","86.367346939","87.976676385","90.12244898","92.268221574","93.341107872","91.731778426","92","96","101","111","106","111","120","121","125","114","130","135","133","115","105.622841530055","92.7316164383562","91.5397534246575","85.9309863013699","101.614207650273","85.5570684931507","84.3885753424657","74.9237808219178","75.9076775956284","65.832904109589","63.6361369863014","72.7737534246575","83.4070410958904","95.7930684931507","99.415397260274","106","117","99.95290410958903","120.9390410958904","127.3891232876712","108.179095890411"
"INTL.63-2-COL-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","9.387755102","9.562682216","9.795918367","10.029154519","10.145772595","9.970845481","10","8.9","11","7.9","10","11","14","12","14","10","15","13","10","14","13.715","13.274602739726","14.360904109589","17.9022465753425","12.8483333333333","12.7097260273973","13.6656712328767","12.0144931506849","13.4116666666667","14.0350136986301","17.7936164383562","19.2058082191781","19.9010410958904","19.9444931506849","22.4212602739726","28","28","28.74353424657534","31.65482191780822","28.80871232876712","15.92517808219178"
"INTL.64-2-COL-TBPD.A","            Kerosene (Mb/d)","","","","","","","","5.53877551","5.641982507","5.779591837","5.917201166","5.986005831","5.882798834","5.9","4.6","4.5","6.3","3.9","4.8","6.4","4.7","14","6.7","3.3","6.1","2.5","3.1","2.76674863387978","2.77432876712329","2.68961643835616","2.45665753424658","2.5977868852459","2.60490410958904","2.73197260273973","2.77432876712329","3.08355191256831","3.36731506849315","3.85441095890411","4.15090410958904","4.57446575342466","5.1886301369863","5.27334246575343","2","1","0.8473150684931506","0.08690410958904109","0","0.0869041095890411"
"INTL.65-2-COL-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","32.857142857","33.469387755","34.285714286","35.102040816","35.510204082","34.897959184","35","32","34","36","36","39","43","55","48","54","52","58","58","54","56.6271307213115","63.4890806410959","62.1581342027397","62.0365831890411","71.0607744371585","82.3488995178082","91.8321573095891","93.4863395506849","95.167570715847","102.330319052055","107.74796339726","136.246219490411","142.213816871233","143.438971468493","145.89730529863","146","147","132.0726575342466","124.9601095890411","126.6156164383562","105.5845479452055"
"INTL.66-2-COL-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","7.134693878","7.267638484","7.444897959","7.622157434","7.710787172","7.577842566","7.6","17","20","18","18","14","19","13","8.8","14","5.7","7.4","8.5","9.8","11.9030866229508","13.7958702575342","15.4221176547945","10.329558969863","9.25078498360656","8.04265584657534","8.59909476164384","8.51167061917808","8.65507708196721","8.14522181917808","12.5308444931507","11.3447877369863","20.7152011726027","16.0961169205479","10.4712456","5","11","16.64087671232877","20.63687671232877","25.08904109589041","7.26213698630137"
"INTL.67-2-COL-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","10.326530612","10.518950437","10.775510204","11.032069971","11.160349854","10.967930029","11","12","12","14","14","14","16","17","18","14","21","22","17","21","25.2759806229508","23.4595644876712","22.4889668164384","24.5304932821918","20.3197926448087","21.0107349808219","21.3911285643836","22.4941850739726","22.4349622240437","21.2139319945205","18.9042917260274","18.7003583506849","13.9304167287671","16.9415674027397","19.3016850356164","22","23","28.6027397260274","19.89479452054794","24.08986301369863","24.12310281496986"
"INTL.68-2-COL-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","9.387755102","9.562682216","9.795918367","10.029154519","10.145772595","9.970845481","10","14","15","15","8.4","11","11","18","18","38","52","45","60","61","65.4085801748634","64.1709552986301","63.3398684493151","63.5437831890411","64.1392184262295","61.5077502027397","62.0409168986301","55.4867285917808","55.4876806885246","44.3984471342466","43.9702921643836","44.8759845589041","41.9611449534247","31.4773639342466","37.5628237917808","26","25","21.66810958904109","18.75920547945205","20.44931506849315","20.44931506849315"
"","Comoros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-COM-TBPD.A","    Consumption (Mb/d)","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.16353","0.35399","0.35357","0.35399","0.42172","0.40643","0.40614","0.40643","0.40643","0.40614","0.40614","0.40643","0.50643","0.5064383561643836","0.7092622950819671","0.74186301369863","0.74186301369863","0.9494849315068502","1.0345355191256838","0.9964931506849322","1.1592602739726032","0.7639123287671231","0.7790163934426227","0.9528328767123291","1.1340986301369862","1.0241331506849314","1.0701978082191779","1.2842649315068497","1.150829315068493","1.24119","1.45287","1.889709424657","2.058422931507","2.219686520548",""
"INTL.54-2-COM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.16353","0.35399","0.35357","0.35399","0.42172","0.40643","0.40614","0.40643","0.40643","0.40614","0.40614","0.40643","0.50643","0.5064383561643836","0.7092622950819671","0.74186301369863","0.74186301369863","0.9494849315068502","1.0345355191256838","0.9964931506849322","1.1592602739726032","0.7639123287671231","0.7790163934426227","0.9528328767123291","1.1340986301369862","1.0241331506849314","1.0701978082191779","1.2842649315068497","1.150829315068493","1.24119","1.45287","1.889709424657","2.058422931507","2.219686520548",""
"INTL.62-2-COM-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.13983606557377","0.140219178082192","0.140219178082192","0.186958904109589","0.186448087431694","0.186958904109589","0.186958904109589","0.16358904109589","0.186448087431694","0.186958904109589","0.205654794520548","0.244448767123288","0.23884","0.259872876712329","0.268519726027397","0.27109","0.302745","0.454310136986","0.507126027397","0.558072328767",""
"INTL.63-2-COM-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.02172","0.02172","0.02166","0.02172","0.02172","0.02166","0.02166","0.02172","0.02172","0.0217260273972603","0.0216666666666667","0.0217260273972603","0.0217260273972603","0.0434520547945206","0.0433333333333333","0.0434520547945206","0.0434520547945206","0.0434520547945205","0.0433333333333333","0.0434520547945205","0.0521424657534247","0.0619191780821918","0.0606156164383562","0.0660471232876712","0.0682197260273973","0.068871","0.076916","0.078430958904","0.121991643836","0.134266849315",""
"INTL.64-2-COM-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.116547422","0.116547422","0.116547422","0.116547422","0.116547422","0.116547422","0.06353","0.06353","0.06336","0.06353","0.1","0.08471","0.08448","0.08471","0.08471","0.08448","0.08448","0.08471","0.08471","0.0847123287671233","0.105601092896175","0.105890410958904","0.105890410958904","0.169424657534247","0.16896174863388","0.169424657534247","0.148246575342466","0.148246575342466","0.147841530054645","0.148246575342466","0.16518904109589","0.196320821917808","0.191661643835616","0.208604109589041","0.215592876712329","0.21771","0.243093","0.372471013699","0.358740164384","0.34883309589",""
"INTL.65-2-COM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.183452578","0.183452578","0.183452578","0.183452578","0.183452578","0.183452578","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.417841530054645","0.449643835616438","0.449643835616438","0.525265753424658","0.611475409836066","0.57227397260274","0.756219178082192","0.384241095890411","0.37707650273224","0.549791780821918","0.686728767123288","0.497060821917808","0.55469698630137","0.725357260273973","0.574113424657534","0.659136","0.805313","0.948584986301","1.027660986301","1.131160821918",""
"INTL.66-2-COM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.67-2-COM-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.035912328767","0.042904109589","0.047353424658",""
"INTL.68-2-COM-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.09046","0.09021","0.09046","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.0243169398907104","0.0243835616438356","0.0243835616438356","0.0243835616438356","0.0243169398907104","0.0243835616438356","0.0243835616438356","0.0243835616438356","0.0243169398907104","0.0243835616438356","0.0243835616438356","0.0243835616438356","0.0243835616438356","0.0243835616438356","0.0243835616438356","0.024383","0.024803","0","0","0",""
"","Congo-Brazzaville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-COG-TBPD.A","    Consumption (Mb/d)","","","","","","","","5.000000001","5.999999999","5.000000001","4.000000001","4.000000001","5.700000001","5.90342","6.54368","5.8028","6.54368","7.12268","6.22371","5.8","5.4","5.2","5.2","5.1","5","5","4.2","4.47626448087432","5.726790136986303","4.639489315068497","5.988074520547938","6.499096174863383","7.327894794520554","8.488371506849324","9.888645479452059","10.6515868852459","12.29110136986302","13.664850410958906","15.055927671232881","14.769779726027396","16.86279780821917","17.29063890410958","17.156893150684933","16.625737","14.25841095890411","12.123342465753424","12.61704109589",""
"INTL.54-2-COG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","5.000000001","5.999999999","5.000000001","4.000000001","4.000000001","5.700000001","5.90342","6.54368","5.8028","6.54368","7.12268","6.22371","5.8","5.4","5.2","5.2","5.1","5","5","4.2","4.47626448087432","5.726790136986303","4.639489315068497","5.988074520547938","6.499096174863383","7.327894794520554","8.488371506849324","9.888645479452059","10.6515868852459","12.29110136986302","13.664850410958906","15.055927671232881","14.769779726027396","16.86279780821917","17.29063890410958","17.156893150684933","16.625737","14.25841095890411","12.123342465753424","12.61704109589",""
"INTL.62-2-COG-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","3.21847336","3.862168031","3.21847336","2.574778688","2.574778688","3.66905963","3.8","4","3.7","4","4.5","3.7","1.2","1.3","1.3","1.3","1.2","1.2","1.2","1.1","0.955546448087432","0.981534246575342","0.958164383561644","1.14512328767123","1.37505464480874","1.56578082191781","1.96306849315069","2.12665753424658","2.30729508196721","2.43046575342466","3.31852054794521","3.76254794520548","3.13156164383562","3.412","3.83265753424657","3.92613698630137","3.89","3.528849315068493","3.528849315068493","3.59895890411",""
"INTL.63-2-COG-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.846966674","1.016360008","0.846966674","0.677573339","0.677573339","0.965542008","1","1.1","0.6","1.1","1.1","0.9","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.5","0.823333333333333","1.21665753424658","0.934219178082192","0.82558904109589","1.17","1.62945205479452","1.49909589041096","1.86843835616438","1.56","2.17260273972603","1.89016438356164","2.06397260273973","2.10742465753425","1.84671232876712","2.08569863013699","1.52082191780822","1.507","0.9993972602739726","0.9993972602739726","1.021123287671",""
"INTL.64-2-COG-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0.4","0","0","0","1","1.1","1.1","1.1","1.1","1.1","1.1","0.5","0.443524590163934","0.423561643835617","0.444739726027397","0.444739726027397","0","0.275315068493151","0.25413698630137","0.296493150684931","0.359043715846995","0.444739726027397","0.50827397260274","0.487095890410959","0.423561643835617","0.444739726027397","0.423561643835617","0.402383561643836","0.399","0.1520821917808219","0.1520821917808219","0.152082191781",""
"INTL.65-2-COG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.002896626","0.003475951","0.002896626","0.002317301","0.002317301","0.003302154","0.00342","0.04368","0.0028","0.04368","0.02268","0.02371","1.6","1.3","1.2","1.1","1.2","1.3","1.2","1.1","1.57103241530055","2.18897203287671","1.5345427890411","2.43427270136986","2.93715244808743","2.82256180273973","3.49745487123288","4.27446884383562","4.97546831693989","5.97075290410959","6.58382164931507","7.1353332","7.38112465205479","9.4251945369863","9.38438387945205","9.77256515068493","9.683","7.970958904109589","5.927123287671233","6.151945205479",""
"INTL.66-2-COG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0.338786669","0.406544003","0.338786669","0.271029336","0.271029336","0.386216803","0.4","0.8","0.5","0.8","0.9","0.8","0.9","0.5","0.5","0.6","0.6","0.4","0.6","0.5","0.122401704918033","0.209469238356164","0.14645421369863","0.394601030136986","0.264028786885246","0.264257063013699","0.383692734246575","0.352477939726027","0.523040065573771","0.181691671232877","0.267516526027397","0.37385421369863","0.481898268493151","0.387880536986301","0.2097744","0.200039671232877","0.198","0.5656438356164384","0.4744109589041096","0.583890410959",""
"INTL.67-2-COG-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.169393335","0.203272002","0.169393335","0.135514668","0.135514668","0.193108402","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.0427460327868852","0.109817928767123","0.0752241808219178","0.141881512328767","0.17296331147541","0.173384673972603","0.239937523287671","0.27421341369863","0.300190786885246","0.368859369863014","0.368285791780822","0.366017331506849","0.242612290410959","0.276032991780822","0.276495375342466","0.275462904109589","0.273","0.2542465753424658","0.2542465753424658","0.254246575342",""
"INTL.68-2-COG-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.423483337","0.508180004","0.423483337","0.338786669","0.338786669","0.482771004","0.5","0.4","0.4","0.4","0.4","0.6","0.8","0.9","0.8","0.7","0.6","0.6","0.5","0.4","0.517679956284153","0.596777512328767","0.546144843835616","0.601867221917808","0.579896983606557","0.597143309589041","0.650985008219178","0.69589624109589","0.626548918032787","0.721989205479452","0.728267539726027","0.867106487671233","1.00159656986301","1.07023768767123","1.07806744109589","1.05948295890411","0.675737","0.7872328767123287","0.7872328767123287","0.854794520548",""
"","Congo-Kinshasa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-COD-TBPD.A","    Consumption (Mb/d)","","","","","","","","19.000000001","20.000000001","20.999999999","20.999999999","20.000000001","19.000000001","20.54124","18.52399","23.0436","21.84097","20.52178","21.5","24.3","25.2","20.1","20.47447","21.37734","21","19.9","20.533724712328766","7.971775956284153","7.0719178082191805","7.994931506849321","9.379013698630132","10.300573770491804","12.816465753424659","14.437178082191776","14.596547945205486","12.362240437158476","10.673835616438357","15.359863013698625","18.676082191780818","18.322595628415304","26.783260273972594","36.39178082191777","21.144189","15.943903","17.424794520600003","17.4102739726","17.88098630137",""
