Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.62-2-AGO-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","1.512605042","1.512605042","1.588235294","1.663865546","1.43697479","1.890756303","1.8","1.8","1.6","1.6","1.7","1.6","1.7","1.8","1.6","1.7","1.7","1.5","2.5","3.8","3.28614754098361","3.50547945205479","4.22994520547945","3.4821095890411","8.48338797814208","7.59520547945205","8.10934246575343","10.4930684931507","14.2399726775956","17.527397260274","21","23","23","22","24.58509589","22.575287671","19.210027397","15.12030137","15.167041096","26.361205479452",""
"INTL.63-2-AGO-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","2.773109244","2.773109244","2.911764706","3.050420168","2.634453782","3.466386555","3.3","3.2","3.3","3.4","3.4","3.4","3.5","3.5","3.5","3.4","3.5","4","4.6","6.3","9.72833333333333","10.5588493150685","9.08147945205479","10.0808767123288","12.74","8.90767123287671","6.14846575342466","6.90887671232877","9.425","8.82076712328767","12","11","8","9","10.276410959","9.711534247","7.169589041","7.386849315","7.234767123","6.517808219178",""
"INTL.64-2-AGO-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.672268908","0.672268908","0.705882353","0.739495798","0.638655462","0.840336134","0.8","1","1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","0.5","0.6","0.7","2.42882513661202","2.88021917808219","3.24024657534247","1.50364383561644","2.21762295081967","1.546","1.52482191780822","1.60953424657534","1.58401639344262","1.33421917808219","1","2","1","1","0.782136986","0.869041096","1.194931507","0.803863014","0.543150685","0.521424657534",""
"INTL.65-2-AGO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","5.378151261","5.378151261","5.647058824","5.915966387","5.109243697","6.722689076","6.4","6.3","6.4","6.5","6.6","6.6","6.7","6.6","6.5","6.4","6.5","9","10","14","13.0114882459016","14.8254210520548","15.8885448876712","19.3621032383562","16.0484235300546","13.3740271945205","24.9420997917808","29.4388321643836","38.1634750382514","47.5470570410959","52","56","58","77","83.408931507","83.735945205479","70.226191780822","57.288712328767","46.885589041096","50.462301369863",""
"INTL.66-2-AGO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","8.403361345","8.403361345","8.823529412","9.243697479","7.983193277","10.504201681","10","10","10","10","9.7","11","10","10","10","12","10","12","2.4","2.2","2.42019144262295","2.72852916164384","2.64078450410959","6.15360825205479","6.01923167213115","5.04623319452055","7.10565475068493","8.94971736986301","10.2424672786885","10.6179290958904","10","10","15","16","22.881205479","22.789972603","24.085479452","22.023616438","22.862958904","11.76904109589",""
"INTL.67-2-AGO-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.504201681","0.504201681","0.529411765","0.554621849","0.478991597","0.630252101","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","1.3","1.9","1.8","1.7001991420765","2.18260489863014","2.50271832328767","2.6866678739726","2.84076798907104","0.559888991780822","3.70593141917808","5.42415391780822","4.61580067759563","6.40824860273973","5","5","8","8","7.182465753","7.913424658","7.500273973","10.360547945","11.345753425","31.526575342466",""
"INTL.68-2-AGO-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.756302521","0.756302521","0.794117647","0.831932773","0.718487395","0.945378151","0.9","1","1","1","1.1","1.1","1.8","1.1","1.1","1.1","1.1","1.5","3.4","2.5","6.12620750819672","6.90365529863014","7.7698613260274","7.41848748493151","5.85202052459016","5.10161829041096","5.25049157260274","4.63920887671233","4.48588760655738","6.41378991780822","5.95469289863014","4.97478115068493","6.80948045901637","5.73805537534246","9.751561645","9.15139726","7.758575342","8.150465753","6.333534246","6.202739726027",""
"","Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-ATA-TBPD.A","    Consumption (Mb/d)","","","","","","","","1","1","1","1","1.3","1.4","1.3","1.3","1.4","1.3","1.4","1.4","1.4","1.4","1.4","1.5","1.5","1.5","1.5","1.5","1.48792349726776","1.53287671232877","1.53287671232877","1.53287671232877","1.54907103825137","1.55331506849315","1.55331506849315","1.57375342465753","0.06733115717256075","0.08674084657534246","0.08674084657534246","0.08674084657534246","0.08674030491803279","0.08674084657534246","0.08674084657534246","0.086739","0.086738","0.0846575","0.0846575","0.0846575",""
"INTL.54-2-ATA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","1","1","1","1","1.3","1.4","1.3","1.3","1.4","1.3","1.4","1.4","1.4","1.4","1.4","1.5","1.5","1.5","1.5","1.5","1.48792349726776","1.53287671232877","1.53287671232877","1.53287671232877","1.54907103825137","1.55331506849315","1.55331506849315","1.57375342465753","0.06733115717256075","0.08674084657534246","0.08674084657534246","0.08674084657534246","0.08674030491803279","0.08674084657534246","0.08674084657534246","0.086739","0.086738","0.0846575","0.0846575","0.0846575",""
"INTL.62-2-ATA-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000103103412722961","0.0001034","0.0001034","0.0001034","0.0001034","0.0001034","0.0001034","0.000103","0.000103","0.0001034","0.0001034","0.0001034",""
"INTL.63-2-ATA-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.64-2-ATA-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000316803278688525","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-ATA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","1","1","1","1","1.3","1.4","1.3","1.3","1.4","1.3","1.4","1.4","1.4","1.4","1.4","1.5","1.5","1.5","1.5","1.5","1.48792349726776","1.53287671232877","1.53287671232877","1.53287671232877","1.54907103825137","1.55331506849315","1.55331506849315","1.57375342465753","0.0352976251847269","0.0457844","0.0457844","0.0457844","0.0457844","0.0457844","0.0457844","0.045784","0.045784","0.0457844","0.0457844","0.0457844",""
"INTL.66-2-ATA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0290407945836341","0.0387697","0.0387697","0.0387697","0.0387697","0.0387697","0.0387697","0.038769","0.038769","0.0387697","0.0387697","0.0387697",""
"INTL.67-2-ATA-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.68-2-ATA-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0028864659586899","0.00208334657534247","0.00208334657534247","0.00208334657534247","0.00208280491803279","0.00208334657534247","0.00208334657534247","0.002083","0.002082","0","0","0",""
"","Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-ATG-TBPD.A","    Consumption (Mb/d)","","","","","","","","2.8","2.500000001","3.399999999","2","2.2","2.2","2.23671","2.78473","2.7845","2.78473","2.88473","2.88473","2.8845","2.88473","3.08473","3.28473","3.2845","3.38473","3.38473","3.384739726027397","3.5205191256830575","3.530164383561645","3.7824109589041064","3.9684931506849326","4.101448087431691","4.173095890410958","4.309123287671231","4.503671232876711","4.594890710382509","4.823364383561641","4.656383561643831","4.644186301369865","4.758934426229507","4.771972602739721","4.879287671232871","4.974929","5.052921","4.7990684931","4.9294246575","4.951780821917809",""
"INTL.54-2-ATG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","2.8","2.500000001","3.399999999","2","2.2","2.2","2.23671","2.78473","2.7845","2.78473","2.88473","2.88473","2.8845","2.88473","3.08473","3.28473","3.2845","3.38473","3.38473","3.384739726027397","3.5205191256830575","3.530164383561645","3.7824109589041064","3.9684931506849326","4.101448087431691","4.173095890410958","4.309123287671231","4.503671232876711","4.594890710382509","4.823364383561641","4.656383561643831","4.644186301369865","4.758934426229507","4.771972602739721","4.879287671232871","4.974929","5.052921","4.7990684931","4.9294246575","4.951780821917809",""
"INTL.62-2-ATG-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0.375551591","0.335313921","0.456026932","0.268251137","0.29507625","0.29507625","0.3","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.675874316939891","0.67772602739726","0.747835616438356","0.747835616438356","0.769098360655738","0.771205479452055","0.794575342465753","0.817945205479452","0.839016393442623","0.888054794520548","0.864684931506849","0.864684931506849","0.885628415300546","0.888054794520548","0.911424657534247","0.934794","0.955546","0.9581643836","0.9581643836","0.9815342465753425",""
"INTL.63-2-ATG-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","1.377022502","1.229484377","1.672098752","0.983587501","1.081946251","1.081946251","1.1","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.5","1.5","1.5","1.47333333333333","1.4773698630137","1.52082191780822","1.56427397260274","1.60333333333333","1.62945205479452","1.67290410958904","1.71635616438356","1.755","1.8032602739726","1.62945205479452","1.65117808219178","1.66833333333333","1.67290410958904","1.6946301369863","1.738082","1.755","1.6294520548","1.7598082192","1.651178082191781",""
"INTL.64-2-ATG-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.02117","0.02112","0.02117","0.02117","0.02117","0.02112","0.02117","0.02117","0.02117","0.02112","0.02117","0.02117","0.0211780821917808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-ATG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.625919319","0.558856535","0.760044887","0.447085228","0.491793751","0.491793751","0.5","0.7","0.7","0.7","0.8","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.896830601092896","0.899287671232877","1.00147945205479","1.08323287671233","1.12103825136612","1.14454794520548","1.14454794520548","1.14454794520548","1.16180327868852","1.20586301369863","1.28761643835616","1.2467397260274","1.28409836065574","1.28761643835616","1.28761643835616","1.328493","1.345245","1.3489315068","1.3489315068","1.369369863013699",""
"INTL.66-2-ATG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0.250367728","0.223542614","0.304017955","0.178834091","0.1967175","0.1967175","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.291147540983607","0.291945205479452","0.328438356164384","0.364931506849315","0.400327868852459","0.419671232876712","0.437917808219178","0.565643835616438","0.582295081967213","0.662350684931507","0.666","0.67147397260274","0.691475409836066","0.693369863013699","0.711616438356164","0.729863","0.746065","0.748109589","0.748109589","0.7663561643835617",""
"INTL.67-2-ATG-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.079566864","0.071041843","0.096616906","0.056833474","0.062516822","0.062516822","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.06356","0.06338","0.06356","0.06356","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0953424657534246","0.0953424657534247","0.0982513661202186","0.104876712328767","0.0953424657534247","0.101698630136986","0.104590163934426","0.104876712328767","0.108054794520548","0.111232","0.114098","0.1144109589","0.1144109589","0.1175890410958904",""
"INTL.68-2-ATG-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.091571996","0.081760711","0.111194567","0.065408569","0.071949426","0.071949426","0.07315","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.119945355191257","0.12027397260274","0.12027397260274","0.144657534246575","0.144262295081967","0.144657534246575","0.163835616438356","0.163835616438356","0.158524590163934","0.158958904109589","0.113287671232877","0.10841095890411","0.124808743169399","0.125150684931507","0.165945205479452","0.132465","0.136967","0","0","0.06575342465753424",""
"","Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-ARG-TBPD.A","    Consumption (Mb/d)","","","","","","","","531.3332919823288","513.5650210560959","497.9361711739041","507.56137151417806","494.26262760553425","447.09151345597263","480.79068493150686","484.38904109589043","463.94027397260277","426.9504109589041","407.89753424657533","413.6758904109589","433.2323287671233","496.38191780821916","445.972602739726","437.7019178082192","474.301095890411","486.5939726027397","529.3945205479451","485.7","549.4047895753424","520.5903951123289","468.4050881863014","502.4943777808219","560.6375700850364","563.2148334575339","598.7314294904112","629.5948701808214","684.7698721311481","658.006569863013","731.8113118794518","724.9578852109588","757.4252612021863","763.8709402739728","763.6902783561645","793.612832980822","776.904164","750.7489315068493","718.7873150684931","679.9999452054794","448.834794520548"
