date,location,monthly_sea_surface_temperature_anomaly,monthly_sea_surface_temperature_anomaly_lower_bound_95pct,monthly_sea_surface_temperature_anomaly_upper_bound_95pct
1995-03-15,World,0.34004,0.3125,0.359
1995-04-15,World,0.28245,0.2555,0.302
1995-05-15,World,0.26934,0.2445,0.288
1995-06-15,World,0.32949,0.305,0.35
1995-07-15,World,0.40384,0.38,0.422
1995-08-15,World,0.35877,0.3345,0.377
1995-09-15,World,0.23915,0.215,0.257
1995-10-15,World,0.25131,0.227,0.27
1995-11-15,World,0.27038,0.245,0.29
1995-12-15,World,0.19834,0.172,0.2175
1996-01-15,World,0.20891,0.1815,0.2285
1996-02-15,World,0.2895,0.2635,0.309
1996-03-15,World,0.29382,0.2675,0.3135
1996-04-15,World,0.2764,0.25,0.2955
1996-05-15,World,0.26567,0.2405,0.2845
1996-06-15,World,0.2397,0.217,0.258
1996-07-15,World,0.24654,0.2235,0.266
1996-08-15,World,0.24509,0.2215,0.2635
1996-09-15,World,0.21294,0.189,0.2315
1996-10-15,World,0.18628,0.1625,0.205
1996-11-15,World,0.17101,0.1455,0.1905
1996-12-15,World,0.20985,0.184,0.228
1997-01-15,World,0.20156,0.174,0.221
1997-02-15,World,0.25581,0.23,0.275
1997-03-15,World,0.32029,0.2935,0.3385
1997-04-15,World,0.26206,0.2365,0.2815
1997-05-15,World,0.34572,0.3195,0.364
1997-06-15,World,0.44127,0.415,0.461
1997-07-15,World,0.48908,0.4635,0.5065
1997-08-15,World,0.4843,0.459,0.5015
1997-09-15,World,0.5299,0.5045,0.547
1997-10-15,World,0.56144,0.5365,0.58
1997-11-15,World,0.57097,0.5465,0.59
1997-12-15,World,0.58855,0.5635,0.606
1998-01-15,World,0.53605,0.508,0.5555
1998-02-15,World,0.58788,0.5625,0.606
1998-03-15,World,0.58534,0.5585,0.6035
1998-04-15,World,0.59745,0.5715,0.6155
1998-05-15,World,0.59424,0.569,0.611
1998-06-15,World,0.56528,0.54,0.5835
1998-07-15,World,0.60834,0.583,0.625
1998-08-15,World,0.57488,0.55,0.5915
1998-09-15,World,0.35998,0.336,0.377
1998-10-15,World,0.36386,0.339,0.3815
1998-11-15,World,0.39002,0.3645,0.4075
1998-12-15,World,0.35747,0.3325,0.374
1999-01-15,World,0.24704,0.219,0.265
1999-02-15,World,0.30569,0.279,0.323
1999-03-15,World,0.36637,0.3385,0.3835
1999-04-15,World,0.33974,0.313,0.357
1999-05-15,World,0.29406,0.2665,0.311
1999-06-15,World,0.29165,0.2655,0.3085
1999-07-15,World,0.30081,0.275,0.317
1999-08-15,World,0.25128,0.2275,0.2675
1999-09-15,World,0.26236,0.237,0.279
1999-10-15,World,0.21039,0.1855,0.227
1999-11-15,World,0.23049,0.2055,0.247
1999-12-15,World,0.21445,0.189,0.231
2000-01-15,World,0.23489,0.2075,0.252
2000-02-15,World,0.23781,0.211,0.2555
2000-03-15,World,0.25995,0.2325,0.277
2000-04-15,World,0.30063,0.2725,0.3175
2000-05-15,World,0.26854,0.241,0.285
2000-06-15,World,0.27638,0.249,0.2935
2000-07-15,World,0.27737,0.25,0.293
2000-08-15,World,0.34537,0.319,0.3615
2000-09-15,World,0.32541,0.297,0.342
2000-10-15,World,0.29042,0.264,0.3075
2000-11-15,World,0.32632,0.3005,0.3435
2000-12-15,World,0.22333,0.1965,0.24
2001-01-15,World,0.27931,0.252,0.2975
2001-02-15,World,0.32883,0.302,0.347
2001-03-15,World,0.42686,0.3985,0.444
2001-04-15,World,0.40756,0.3795,0.4245
2001-05-15,World,0.34196,0.315,0.358
2001-06-15,World,0.44453,0.4185,0.461
2001-07-15,World,0.43777,0.4105,0.453
2001-08-15,World,0.45609,0.4295,0.4715
2001-09-15,World,0.42737,0.4005,0.444
2001-10-15,World,0.40039,0.375,0.4165
2001-11-15,World,0.4047,0.3785,0.421
2001-12-15,World,0.34846,0.3215,0.365
2002-01-15,World,0.42246,0.394,0.44
2002-02-15,World,0.40032,0.3725,0.4175
2002-03-15,World,0.51736,0.4905,0.5335
2002-04-15,World,0.45826,0.4295,0.4745
2002-05-15,World,0.46104,0.4325,0.4775
2002-06-15,World,0.46607,0.439,0.483
2002-07-15,World,0.41203,0.3835,0.4275
2002-08-15,World,0.43217,0.4055,0.448
2002-09-15,World,0.38129,0.3535,0.397
2002-10-15,World,0.43172,0.405,0.449
2002-11-15,World,0.37075,0.3445,0.387
2002-12-15,World,0.45856,0.431,0.4755
2003-01-15,World,0.40723,0.3785,0.425
2003-02-15,World,0.43101,0.403,0.449
2003-03-15,World,0.45928,0.4315,0.4765
2003-04-15,World,0.40956,0.3825,0.4265
2003-05-15,World,0.42237,0.3945,0.4385
2003-06-15,World,0.45168,0.425,0.469
2003-07-15,World,0.50108,0.4755,0.517
2003-08-15,World,0.5443,0.519,0.5605
2003-09-15,World,0.5387,0.5135,0.555
2003-10-15,World,0.51967,0.4945,0.537
2003-11-15,World,0.45715,0.4325,0.474
2003-12-15,World,0.37154,0.346,0.388
2004-01-15,World,0.41977,0.393,0.437
2004-02-15,World,0.43774,0.4115,0.456
2004-03-15,World,0.40905,0.3825,0.426
2004-04-15,World,0.47648,0.45,0.494
2004-05-15,World,0.40329,0.378,0.4205
2004-06-15,World,0.35853,0.333,0.3755
2004-07-15,World,0.44986,0.425,0.4655
2004-08-15,World,0.49127,0.4665,0.5075
2004-09-15,World,0.49511,0.47,0.5115
2004-10-15,World,0.45565,0.432,0.472
2004-11-15,World,0.44815,0.424,0.465
2004-12-15,World,0.40634,0.382,0.4235
2005-01-15,World,0.43095,0.405,0.4485
2005-02-15,World,0.39155,0.366,0.4095
2005-03-15,World,0.43158,0.406,0.448
2005-04-15,World,0.44159,0.416,0.459
2005-05-15,World,0.4514,0.4265,0.4685
2005-06-15,World,0.48384,0.4585,0.501
2005-07-15,World,0.52069,0.496,0.5375
2005-08-15,World,0.55713,0.533,0.574
2005-09-15,World,0.48167,0.457,0.499
2005-10-15,World,0.44736,0.424,0.4655
2005-11-15,World,0.39722,0.374,0.415
2005-12-15,World,0.33964,0.315,0.357
2006-01-15,World,0.34451,0.3185,0.363
2006-02-15,World,0.37563,0.35,0.395
2006-03-15,World,0.34957,0.325,0.367
2006-04-15,World,0.39144,0.3665,0.4105
2006-05-15,World,0.40319,0.379,0.4205
2006-06-15,World,0.43229,0.408,0.45
2006-07-15,World,0.46082,0.437,0.4775
2006-08-15,World,0.51417,0.49,0.5315
2006-09-15,World,0.46953,0.446,0.4875
2006-10-15,World,0.43699,0.4145,0.454
2006-11-15,World,0.45868,0.4345,0.4775
2006-12-15,World,0.4498,0.425,0.468
2007-01-15,World,0.46563,0.4395,0.4845
2007-02-15,World,0.44534,0.4195,0.4645
2007-03-15,World,0.38179,0.356,0.4
2007-04-15,World,0.36389,0.3385,0.3825
2007-05-15,World,0.3543,0.33,0.373
2007-06-15,World,0.41045,0.385,0.429
2007-07-15,World,0.43251,0.409,0.451
2007-08-15,World,0.37653,0.3515,0.3945
2007-09-15,World,0.3435,0.32,0.361
2007-10-15,World,0.29294,0.2705,0.3115
2007-11-15,World,0.24176,0.218,0.2605
2007-12-15,World,0.19153,0.1685,0.2105
2008-01-15,World,0.20343,0.178,0.223
2008-02-15,World,0.21072,0.1865,0.2305
2008-03-15,World,0.28252,0.257,0.302
2008-04-15,World,0.27825,0.254,0.297
2008-05-15,World,0.31621,0.2915,0.335
2008-06-15,World,0.32443,0.3,0.344
2008-07-15,World,0.4195,0.3965,0.438
2008-08-15,World,0.46305,0.4385,0.4815
2008-09-15,World,0.46463,0.442,0.4835
2008-10-15,World,0.38543,0.3635,0.405
2008-11-15,World,0.31264,0.29,0.3335
2008-12-15,World,0.32474,0.3015,0.345
2009-01-15,World,0.37007,0.345,0.3905
2009-02-15,World,0.31749,0.292,0.338
2009-03-15,World,0.35694,0.3315,0.377
2009-04-15,World,0.40047,0.375,0.4205
2009-05-15,World,0.46015,0.435,0.481
2009-06-15,World,0.58751,0.5635,0.6075
2009-07-15,World,0.60909,0.585,0.6285
2009-08-15,World,0.60766,0.583,0.627
2009-09-15,World,0.48558,0.4615,0.505
2009-10-15,World,0.51241,0.49,0.5335
2009-11-15,World,0.48595,0.4615,0.507
2009-12-15,World,0.56787,0.544,0.5885
2010-01-15,World,0.53401,0.508,0.5555
2010-02-15,World,0.53686,0.5105,0.5585
2010-03-15,World,0.54155,0.515,0.562
2010-04-15,World,0.58411,0.5585,0.6045
2010-05-15,World,0.53885,0.513,0.5595
2010-06-15,World,0.51644,0.4915,0.5375
2010-07-15,World,0.57024,0.5465,0.59
2010-08-15,World,0.5357,0.511,0.5545
2010-09-15,World,0.45426,0.43,0.4735
2010-10-15,World,0.38988,0.3675,0.4095
2010-11-15,World,0.30676,0.2825,0.3285
2010-12-15,World,0.31815,0.2935,0.339
2011-01-15,World,0.33312,0.3065,0.355
2011-02-15,World,0.35385,0.328,0.376
2011-03-15,World,0.36599,0.34,0.3865
2011-04-15,World,0.37291,0.3465,0.395
2011-05-15,World,0.38896,0.364,0.41
2011-06-15,World,0.43709,0.412,0.4575
2011-07-15,World,0.48177,0.4575,0.502
2011-08-15,World,0.46453,0.4405,0.4845
2011-09-15,World,0.38835,0.364,0.409
2011-10-15,World,0.31064,0.2875,0.3315
2011-11-15,World,0.34405,0.3195,0.3655
2011-12-15,World,0.30083,0.276,0.322
2012-01-15,World,0.29779,0.2715,0.319
2012-02-15,World,0.32166,0.2955,0.344
2012-03-15,World,0.33618,0.3095,0.357
2012-04-15,World,0.39654,0.37,0.4185
2012-05-15,World,0.46796,0.443,0.49
2012-06-15,World,0.46971,0.445,0.4905
2012-07-15,World,0.52013,0.4955,0.541
2012-08-15,World,0.55915,0.535,0.5805
2012-09-15,World,0.54827,0.524,0.569
2012-10-15,World,0.52533,0.5015,0.547
2012-11-15,World,0.51248,0.488,0.535
2012-12-15,World,0.43406,0.4085,0.4565
2013-01-15,World,0.37743,0.3505,0.4
2013-02-15,World,0.41067,0.3855,0.4345
2013-03-15,World,0.39742,0.371,0.42
2013-04-15,World,0.43457,0.408,0.458
2013-05-15,World,0.47614,0.452,0.499
2013-06-15,World,0.41605,0.3915,0.4385
2013-07-15,World,0.57561,0.551,0.599
2013-08-15,World,0.57897,0.5555,0.6005
2013-09-15,World,0.55462,0.53,0.577
2013-10-15,World,0.48511,0.4605,0.5075
2013-11-15,World,0.53781,0.5125,0.5615
2013-12-15,World,0.43694,0.4115,0.4595
2014-01-15,World,0.42842,0.4015,0.452
2014-02-15,World,0.41518,0.39,0.439
2014-03-15,World,0.44835,0.422,0.471
2014-04-15,World,0.55789,0.532,0.5815
2014-05-15,World,0.58253,0.558,0.6055
2014-06-15,World,0.65035,0.625,0.674
2014-07-15,World,0.64119,0.618,0.663
2014-08-15,World,0.73719,0.7135,0.759
2014-09-15,World,0.71373,0.691,0.7355
2014-10-15,World,0.62964,0.606,0.6525
2014-11-15,World,0.56137,0.536,0.585
2014-12-15,World,0.55082,0.525,0.573
2015-01-15,World,0.55126,0.5245,0.574
2015-02-15,World,0.51858,0.4925,0.542
2015-03-15,World,0.54056,0.514,0.564
2015-04-15,World,0.66701,0.641,0.6905
2015-05-15,World,0.6901,0.665,0.7135
2015-06-15,World,0.67988,0.655,0.703
2015-07-15,World,0.75634,0.7335,0.778
2015-08-15,World,0.7579,0.7345,0.7795
2015-09-15,World,0.82941,0.8065,0.8505
2015-10-15,World,0.79933,0.776,0.821
2015-11-15,World,0.78759,0.7635,0.8105
2015-12-15,World,0.82739,0.803,0.85
2016-01-15,World,0.8346,0.8095,0.858
2016-02-15,World,0.72615,0.701,0.7495
2016-03-15,World,0.80794,0.782,0.831
2016-04-15,World,0.75777,0.733,0.782
2016-05-15,World,0.70494,0.6805,0.729
2016-06-15,World,0.72439,0.7,0.7475
2016-07-15,World,0.76817,0.746,0.79
2016-08-15,World,0.75802,0.7355,0.779
2016-09-15,World,0.69842,0.6755,0.72
2016-10-15,World,0.7092,0.686,0.7305
2016-11-15,World,0.58271,0.558,0.605
2016-12-15,World,0.56112,0.538,0.584
2017-01-15,World,0.62426,0.6005,0.6475
2017-02-15,World,0.66555,0.6405,0.689
2017-03-15,World,0.66514,0.6395,0.688
2017-04-15,World,0.72188,0.6985,0.745
2017-05-15,World,0.65802,0.634,0.681
2017-06-15,World,0.65395,0.63,0.677
2017-07-15,World,0.70197,0.68,0.7235
2017-08-15,World,0.74569,0.723,0.7665
2017-09-15,World,0.6185,0.597,0.64
2017-10-15,World,0.63136,0.609,0.654
2017-11-15,World,0.57322,0.5495,0.597
2017-12-15,World,0.47841,0.4555,0.5
2018-01-15,World,0.51155,0.488,0.5345
2018-02-15,World,0.48452,0.46,0.508
2018-03-15,World,0.55747,0.533,0.5805
2018-04-15,World,0.59743,0.5745,0.621
2018-05-15,World,0.63019,0.6065,0.6535
2018-06-15,World,0.60652,0.5815,0.6305
2018-07-15,World,0.60473,0.5825,0.626
2018-08-15,World,0.65711,0.634,0.679
2018-09-15,World,0.65663,0.6345,0.6775
2018-10-15,World,0.68747,0.665,0.709
2018-11-15,World,0.71479,0.692,0.7375
2018-12-15,World,0.68851,0.6665,0.7105
2019-01-15,World,0.64445,0.6205,0.668
2019-02-15,World,0.66093,0.6365,0.6835
2019-03-15,World,0.70582,0.6785,0.727
2019-04-15,World,0.69814,0.674,0.7205
2019-05-15,World,0.65642,0.631,0.679
2019-06-15,World,0.66425,0.6395,0.6865
2019-07-15,World,0.80573,0.7825,0.8305
2019-08-15,World,0.82872,0.8045,0.8515
2019-09-15,World,0.73526,0.712,0.7595
2019-10-15,World,0.74281,0.719,0.765
2019-11-15,World,0.74774,0.722,0.7725
2019-12-15,World,0.71392,0.6895,0.737
2020-01-15,World,0.77289,0.7475,0.7975
2020-02-15,World,0.72363,0.6975,0.7485
2020-03-15,World,0.79024,0.763,0.8145
2020-04-15,World,0.77147,0.746,0.7965
2020-05-15,World,0.71318,0.687,0.739
2020-06-15,World,0.69025,0.664,0.715
2020-07-15,World,0.76132,0.7355,0.784
2020-08-15,World,0.82206,0.798,0.844
2020-09-15,World,0.68883,0.6655,0.7125
2020-10-15,World,0.63366,0.609,0.657
2020-11-15,World,0.60219,0.576,0.6265
2020-12-15,World,0.54915,0.523,0.5725
2021-01-15,World,0.51858,0.49,0.5435
2021-02-15,World,0.4962,0.4695,0.5205
2021-03-15,World,0.55531,0.5265,0.5785
2021-04-15,World,0.60388,0.5775,0.6265
2021-05-15,World,0.64274,0.6155,0.6655
2021-06-15,World,0.6351,0.608,0.6585
2021-07-15,World,0.7302,0.704,0.7525
2021-08-15,World,0.71597,0.6895,0.737
2021-09-15,World,0.71319,0.689,0.7365
1850-01-15,Northern Hemisphere,-0.18959,-0.315,-0.091
1850-02-15,Northern Hemisphere,-0.17722,-0.299,-0.079
1850-03-15,Northern Hemisphere,-0.48693,-0.599,-0.399
1850-04-15,Northern Hemisphere,-0.20998,-0.313,-0.1315
1850-05-15,Northern Hemisphere,-0.28046,-0.366,-0.2145
1850-06-15,Northern Hemisphere,-0.06259,-0.145,0.005
1850-07-15,Northern Hemisphere,-0.22695,-0.3165,-0.151
1850-08-15,Northern Hemisphere,-0.26194,-0.3535,-0.182
1850-09-15,Northern Hemisphere,-0.30269,-0.41,-0.2165
1850-10-15,Northern Hemisphere,-0.36302,-0.485,-0.2675
1850-11-15,Northern Hemisphere,-0.16824,-0.2965,-0.0695
1850-12-15,Northern Hemisphere,-0.2155,-0.344,-0.1155
1851-01-15,Northern Hemisphere,-0.18112,-0.3165,-0.0725
1851-02-15,Northern Hemisphere,-0.38696,-0.507,-0.2915
1851-03-15,Northern Hemisphere,-0.2349,-0.346,-0.1455
1851-04-15,Northern Hemisphere,-0.33714,-0.4395,-0.259
1851-05-15,Northern Hemisphere,-0.22131,-0.308,-0.155
1851-06-15,Northern Hemisphere,-0.12453,-0.21,-0.0535
1851-07-15,Northern Hemisphere,-0.19758,-0.286,-0.1225
1851-08-15,Northern Hemisphere,-0.25549,-0.347,-0.1785
1851-09-15,Northern Hemisphere,0.02322,-0.0765,0.104
1851-10-15,Northern Hemisphere,0.05722,-0.0575,0.145
1851-11-15,Northern Hemisphere,0.19317,0.066,0.2945
1851-12-15,Northern Hemisphere,0.15382,0.0265,0.2545
1852-01-15,Northern Hemisphere,0.15493,0.0275,0.26
1852-02-15,Northern Hemisphere,-0.27947,-0.395,-0.1855
1852-03-15,Northern Hemisphere,-0.1702,-0.278,-0.0825
1852-04-15,Northern Hemisphere,-0.20038,-0.296,-0.122
1852-05-15,Northern Hemisphere,-0.16984,-0.2525,-0.1005
1852-06-15,Northern Hemisphere,0.1618,0.085,0.2335
1852-07-15,Northern Hemisphere,-0.13531,-0.2175,-0.0575
1852-08-15,Northern Hemisphere,0.02244,-0.066,0.1045
1852-09-15,Northern Hemisphere,0.00395,-0.096,0.089
1852-10-15,Northern Hemisphere,0.03619,-0.08,0.1285
1852-11-15,Northern Hemisphere,-0.0331,-0.157,0.065
1852-12-15,Northern Hemisphere,0.11412,-0.01,0.214
1853-01-15,Northern Hemisphere,0.08974,-0.024,0.1845
1853-02-15,Northern Hemisphere,0.18248,0.07,0.2775
1853-03-15,Northern Hemisphere,0.0449,-0.057,0.1305
1853-04-15,Northern Hemisphere,-0.05136,-0.144,0.028
1853-05-15,Northern Hemisphere,-0.03536,-0.1175,0.0315
1853-06-15,Northern Hemisphere,0.03043,-0.0485,0.0995
1853-07-15,Northern Hemisphere,-0.02904,-0.1115,0.046
1853-08-15,Northern Hemisphere,-0.22517,-0.3105,-0.1455
1853-09-15,Northern Hemisphere,-0.29404,-0.3895,-0.2135
1853-10-15,Northern Hemisphere,-0.28874,-0.395,-0.203
1853-11-15,Northern Hemisphere,-0.17818,-0.2935,-0.078
1853-12-15,Northern Hemisphere,-0.09751,-0.2155,0.001
1854-01-15,Northern Hemisphere,-0.04569,-0.1585,0.05
1854-02-15,Northern Hemisphere,-0.17028,-0.28,-0.0765
1854-03-15,Northern Hemisphere,0.05037,-0.0475,0.1355
1854-04-15,Northern Hemisphere,-0.02908,-0.116,0.044
1854-05-15,Northern Hemisphere,-0.02152,-0.1015,0.0475
1854-06-15,Northern Hemisphere,-0.11278,-0.1845,-0.0455
1854-07-15,Northern Hemisphere,-0.16037,-0.2365,-0.088
1854-08-15,Northern Hemisphere,0.10624,0.0245,0.1825
1854-09-15,Northern Hemisphere,-0.04479,-0.137,0.034
1854-10-15,Northern Hemisphere,-0.19163,-0.298,-0.104
1854-11-15,Northern Hemisphere,-0.21442,-0.327,-0.119
1854-12-15,Northern Hemisphere,-0.26196,-0.3775,-0.1655
1855-01-15,Northern Hemisphere,0.04297,-0.0665,0.14
1855-02-15,Northern Hemisphere,-0.09749,-0.196,-0.011
1855-03-15,Northern Hemisphere,0.1016,0.0105,0.1835
1855-04-15,Northern Hemisphere,-0.09726,-0.182,-0.0235
1855-05-15,Northern Hemisphere,-0.33154,-0.407,-0.266
1855-06-15,Northern Hemisphere,-0.10637,-0.174,-0.0435
1855-07-15,Northern Hemisphere,-0.16996,-0.2365,-0.102
1855-08-15,Northern Hemisphere,-0.10447,-0.179,-0.0305
1855-09-15,Northern Hemisphere,-0.22941,-0.3135,-0.1525
1855-10-15,Northern Hemisphere,0.12342,0.025,0.211
1855-11-15,Northern Hemisphere,0.04494,-0.06,0.1375
1855-12-15,Northern Hemisphere,-0.04982,-0.1585,0.0475
1856-01-15,Northern Hemisphere,-0.1054,-0.2145,-0.005
1856-02-15,Northern Hemisphere,-0.1872,-0.286,-0.096
1856-03-15,Northern Hemisphere,-0.14103,-0.23,-0.0585
1856-04-15,Northern Hemisphere,-0.1192,-0.202,-0.0435
1856-05-15,Northern Hemisphere,0.00521,-0.067,0.069
1856-06-15,Northern Hemisphere,-0.23441,-0.299,-0.1725
1856-07-15,Northern Hemisphere,-0.49579,-0.564,-0.426
1856-08-15,Northern Hemisphere,-0.38162,-0.4535,-0.3085
1856-09-15,Northern Hemisphere,-0.25744,-0.341,-0.183
1856-10-15,Northern Hemisphere,-0.16254,-0.257,-0.08
1856-11-15,Northern Hemisphere,-0.57048,-0.6735,-0.48
1856-12-15,Northern Hemisphere,-0.62731,-0.736,-0.5285
1857-01-15,Northern Hemisphere,-0.56322,-0.6645,-0.467
1857-02-15,Northern Hemisphere,-0.22035,-0.3215,-0.124
1857-03-15,Northern Hemisphere,-0.35972,-0.4455,-0.2815
1857-04-15,Northern Hemisphere,-0.36525,-0.4415,-0.2955
1857-05-15,Northern Hemisphere,-0.31771,-0.3865,-0.2545
1857-06-15,Northern Hemisphere,-0.10625,-0.169,-0.0445
1857-07-15,Northern Hemisphere,-0.33465,-0.3905,-0.276
1857-08-15,Northern Hemisphere,-0.20431,-0.2715,-0.137
1857-09-15,Northern Hemisphere,-0.15575,-0.233,-0.0855
1857-10-15,Northern Hemisphere,-0.37099,-0.4635,-0.2875
1857-11-15,Northern Hemisphere,-0.42782,-0.5285,-0.3335
1857-12-15,Northern Hemisphere,-0.27086,-0.374,-0.176
1858-01-15,Northern Hemisphere,-0.26774,-0.3615,-0.174
1858-02-15,Northern Hemisphere,-0.31896,-0.41,-0.229
1858-03-15,Northern Hemisphere,-0.41088,-0.491,-0.3335
1858-04-15,Northern Hemisphere,-0.24178,-0.315,-0.172
1858-05-15,Northern Hemisphere,-0.50257,-0.5665,-0.4415
1858-06-15,Northern Hemisphere,-0.53816,-0.5995,-0.474
1858-07-15,Northern Hemisphere,-0.4777,-0.5325,-0.418
1858-08-15,Northern Hemisphere,-0.47277,-0.537,-0.4045
1858-09-15,Northern Hemisphere,-0.4413,-0.519,-0.365
1858-10-15,Northern Hemisphere,-0.04897,-0.136,0.033
1858-11-15,Northern Hemisphere,-0.25893,-0.3525,-0.166
1858-12-15,Northern Hemisphere,-0.21317,-0.315,-0.111
1859-01-15,Northern Hemisphere,-0.33819,-0.4375,-0.2395
1859-02-15,Northern Hemisphere,-0.28523,-0.3705,-0.199
1859-03-15,Northern Hemisphere,-0.14491,-0.2235,-0.0655
1859-04-15,Northern Hemisphere,-0.1081,-0.1805,-0.0375
1859-05-15,Northern Hemisphere,-0.22285,-0.2875,-0.1625
1859-06-15,Northern Hemisphere,-0.09481,-0.1525,-0.035
1859-07-15,Northern Hemisphere,-0.28638,-0.3445,-0.221
1859-08-15,Northern Hemisphere,-0.03532,-0.0975,0.0295
1859-09-15,Northern Hemisphere,-0.36544,-0.4405,-0.293
1859-10-15,Northern Hemisphere,-0.17767,-0.2625,-0.0935
1859-11-15,Northern Hemisphere,-0.32902,-0.4215,-0.236
1859-12-15,Northern Hemisphere,-0.35124,-0.4465,-0.2555
1860-01-15,Northern Hemisphere,-0.40909,-0.4945,-0.3175
1860-02-15,Northern Hemisphere,-0.26974,-0.3565,-0.184
1860-03-15,Northern Hemisphere,-0.11895,-0.196,-0.0405
1860-04-15,Northern Hemisphere,-0.11315,-0.1845,-0.0385
1860-05-15,Northern Hemisphere,-0.24318,-0.3005,-0.188
1860-06-15,Northern Hemisphere,-0.32473,-0.379,-0.27
1860-07-15,Northern Hemisphere,-0.2119,-0.258,-0.1615
1860-08-15,Northern Hemisphere,-0.32148,-0.373,-0.265
1860-09-15,Northern Hemisphere,-0.10888,-0.1755,-0.044
1860-10-15,Northern Hemisphere,-0.01732,-0.0975,0.0675
1860-11-15,Northern Hemisphere,-0.03156,-0.1175,0.0565
1860-12-15,Northern Hemisphere,-0.04826,-0.138,0.0435
1861-01-15,Northern Hemisphere,-0.30641,-0.392,-0.217
1861-02-15,Northern Hemisphere,-0.89171,-0.971,-0.81
1861-03-15,Northern Hemisphere,-0.4225,-0.4935,-0.349
1861-04-15,Northern Hemisphere,0.09058,0.0265,0.157
1861-05-15,Northern Hemisphere,-0.22601,-0.2855,-0.164
1861-06-15,Northern Hemisphere,-0.15967,-0.211,-0.1085
1861-07-15,Northern Hemisphere,0.07944,0.0265,0.1355
1861-08-15,Northern Hemisphere,-0.19432,-0.2505,-0.1345
1861-09-15,Northern Hemisphere,-0.24279,-0.3075,-0.1755
1861-10-15,Northern Hemisphere,-0.13046,-0.208,-0.046
1861-11-15,Northern Hemisphere,0.04328,-0.04,0.1325
1861-12-15,Northern Hemisphere,0.00681,-0.077,0.097
1862-01-15,Northern Hemisphere,-0.38183,-0.462,-0.296
1862-02-15,Northern Hemisphere,-0.64725,-0.714,-0.5775
1862-03-15,Northern Hemisphere,-0.55009,-0.6205,-0.475
1862-04-15,Northern Hemisphere,-0.44616,-0.51,-0.38
1862-05-15,Northern Hemisphere,-0.35129,-0.4085,-0.293
1862-06-15,Northern Hemisphere,-0.33162,-0.3815,-0.281
1862-07-15,Northern Hemisphere,-0.40935,-0.4585,-0.3545
1862-08-15,Northern Hemisphere,-0.74633,-0.799,-0.6895
1862-09-15,Northern Hemisphere,-0.37824,-0.441,-0.313
1862-10-15,Northern Hemisphere,-0.39217,-0.4645,-0.3155
1862-11-15,Northern Hemisphere,-0.7003,-0.7855,-0.61
1862-12-15,Northern Hemisphere,-0.60117,-0.6805,-0.5165
1863-01-15,Northern Hemisphere,-0.3272,-0.4075,-0.2375
1863-02-15,Northern Hemisphere,-0.45287,-0.5235,-0.3725
1863-03-15,Northern Hemisphere,-0.10214,-0.1725,-0.0255
1863-04-15,Northern Hemisphere,-0.16663,-0.2265,-0.1
1863-05-15,Northern Hemisphere,-0.29546,-0.347,-0.2385
1863-06-15,Northern Hemisphere,-0.23685,-0.2885,-0.1825
1863-07-15,Northern Hemisphere,-0.44418,-0.4865,-0.401
1863-08-15,Northern Hemisphere,-0.30098,-0.352,-0.244
1863-09-15,Northern Hemisphere,-0.287,-0.344,-0.223
1863-10-15,Northern Hemisphere,-0.3086,-0.3785,-0.227
1863-11-15,Northern Hemisphere,-0.5054,-0.584,-0.4175
1863-12-15,Northern Hemisphere,-0.10433,-0.177,-0.0215
1864-01-15,Northern Hemisphere,-0.59224,-0.6645,-0.5105
1864-02-15,Northern Hemisphere,-0.82509,-0.8925,-0.745
1864-03-15,Northern Hemisphere,-0.66511,-0.726,-0.593
1864-04-15,Northern Hemisphere,-0.32963,-0.385,-0.2695
1864-05-15,Northern Hemisphere,-0.01349,-0.059,0.0365
1864-06-15,Northern Hemisphere,0.04981,0.006,0.0985
1864-07-15,Northern Hemisphere,0.18694,0.1455,0.2325
1864-08-15,Northern Hemisphere,0.41938,0.374,0.4705
1864-09-15,Northern Hemisphere,-0.46196,-0.519,-0.394
1864-10-15,Northern Hemisphere,-0.30125,-0.3655,-0.223
1864-11-15,Northern Hemisphere,-0.02842,-0.0995,0.058
1864-12-15,Northern Hemisphere,-0.23087,-0.3115,-0.139
1865-01-15,Northern Hemisphere,0.00199,-0.065,0.086
1865-02-15,Northern Hemisphere,0.24841,0.1785,0.331
1865-03-15,Northern Hemisphere,0.00598,-0.0515,0.0735
1865-04-15,Northern Hemisphere,-0.23461,-0.2905,-0.17
1865-05-15,Northern Hemisphere,-0.18619,-0.2305,-0.1325
1865-06-15,Northern Hemisphere,0.18741,0.1415,0.2395
1865-07-15,Northern Hemisphere,-0.18061,-0.225,-0.13
1865-08-15,Northern Hemisphere,-0.35811,-0.401,-0.309
1865-09-15,Northern Hemisphere,0.08757,0.0355,0.1505
1865-10-15,Northern Hemisphere,0.08902,0.0255,0.1685
1865-11-15,Northern Hemisphere,-0.31942,-0.3845,-0.2375
1865-12-15,Northern Hemisphere,-0.13529,-0.195,-0.0605
1866-01-15,Northern Hemisphere,-0.4497,-0.5125,-0.3735
1866-02-15,Northern Hemisphere,0.19344,0.126,0.275
1866-03-15,Northern Hemisphere,-0.31416,-0.3735,-0.243
1866-04-15,Northern Hemisphere,-0.46172,-0.5125,-0.402
1866-05-15,Northern Hemisphere,-0.46875,-0.5125,-0.417
