Report generated on: 03-01-2022 09:33:40
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.57-6-GTM-BB.A","        Guatemala","0.016","0.02","0.055","0.05","0.048","0.5","0.05","0.023","0.0415","0.08083","0.0416","0.036205","0.034797","0.207","0.207","0.488","0.488","0.2","0.2","0.526","0.526","0.526","0.526","0.526","0.526","0.526","0.526","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.08307","0.091633","0.089415","0.08611"
"INTL.57-6-GIN-BB.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-GNB-BB.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-GUY-BB.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-HTI-BB.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-HITZ-BB.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","",""
"INTL.57-6-HND-BB.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-HKG-BB.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-HUN-BB.A","        Hungary","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.1585","0.146956","0.139031","0.132143","0.128535","0.119542","0.127786","0.131376","0.109716","0.109716","0.110919","0.102484","0.102484","0.10248","0.10248","0.02018","0.02018","0.02018","0.026566","0.026566","0.031722","0.027321","0.027188","0.022","0.0286","0.0251","0.0204","0.0204","0.0183","0.0121"
"INTL.57-6-ISL-BB.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-IND-BB.A","        India","2.6","2.58","2.672","3.4164","3.485","3.5","3.736","4.2028","4.25","6.3542","7.5164","7.9971","6.12674","6.049068","5.920856","5.776","5.814","4.333064","4.339676","3.971993","4.8378","4.72785","4.84015","5.367173","5.3712","5.41687","5.84784","5.62464","5.62464","5.62464","5.62464","5.682","5.60635","5.476138","5.642794","5.674786","4.72879","4.622323","4.494504","4.423006","4.423006","4.604914"
"INTL.57-6-IDN-BB.A","        Indonesia","9.6","9.5","9.8","9.55","9.1","8.65","8.5","8.3","8.4","8.25","8.2","11.05","6.581293","5.779","5.779","5.779","5.166867","4.97971","4.97971","4.97971","4.97971","4.97971","5","5","4.7","4.7","4.301","4.3","4.37","3.99","3.99","3.99","3.88534","4.03","3.74133","3.74133","3.6925","3.6","3.31","3.17","3.15","2.48"
"INTL.57-6-IRN-BB.A","        Iran","58","57.5","57","55.308","51","48.5","47.876","48.8","92.85","92.85","92.86","92.85","92.86","92.86","92.86","89.25","88.2","93","93","89.7","89.7","89.7","89.7","89.7","125.8","125.8","132.46","136.27","138.4","136.15","137.62","137.01","151.17","154.58","157.3","157.8","157.53","158.4","157.2","155.6","155.6","208.6"
"INTL.57-6-IRQ-BB.A","        Iraq","31","30","29.7","41","43","44.5","44.11","47.1","100","100","100","100","100","100","100","100","100","112","112.5","112.5","112.5","112.5","112.5","112.5","115","115","115","115","115","115","115","115","143.1","141.35","140.3","144.211","143.069","142.503","148.766","147.223","145.019","145.019"
"INTL.57-6-IRL-BB.A","        Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ISR-BB.A","        Israel","0.001","0.001","0.00095","0.000893","0.0008","0.00075","0.00071","0.0007","0.0007","0.001619","0.001483","0.0014","0.001289","0.003418","0.003351","0.003295","0.004107","0.00409","0.00403","0.00393","0.0039","0.00387","0.00384","0.00381","0.00378","0.002","0.002","0.00196","0.00194","0.00194","0.00194","0.00194","0.0118","0.0115","0.013885","0.013953","0.013953","0.01273","0.01273","0.01273","0.01273","0.01273"
"INTL.57-6-ITA-BB.A","        Italy","0.645","0.64","0.625","0.703","0.8","0.8","0.74","0.72175","0.739","0.739","0.727103","0.693503","0.692153","0.746977","0.6205","0.6205","0.6205","0.684615","0.72927","0.621763","0.621763","0.621763","0.621763","0.6217","0.6217","0.6217","0.6217","0.6","0.4065","0.4065","0.423678","0.476445","0.52315","0.52128","0.560504","0.544522","0.579232","0.55672","0.487792","0.534407","0.517933","0.497934"
"INTL.57-6-JAM-BB.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-JPN-BB.A","        Japan","0.055","0.052","0.07","0.06","0.058","0.056","0.062","0.057","0.05679","0.0545","0.060818","0.063019","0.059753","0.05985","0.054243","0.049329","0.048873","0.050407","0.060189","0.060189","0.058577","0.058577","0.058577","0.0585","0.0585","0.0585","0.0585","0.0585","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115","0.044115"
"INTL.57-6-JOR-BB.A","        Jordan","NA","NA","NA","NA","NA","NA","NA","NA","0.012","0.005","0.005","0.02","0.005","0.004","0.001","0.0003","0.0003","0.0003","0.0003","0.0003","0.0009","0.00089","0.00089","0.00089","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001"
"INTL.57-6-KAZ-BB.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","5.417","5.417","5.417","5.417","5.417","5.417","9","9","9","9","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30"
"INTL.57-6-KEN-BB.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-KIR-BB.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-XKS-BB.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-KWT-BB.A","        Kuwait","68.53","67.93","67.73","67.15","66.7475","92.71","92.464","94.5221","94.525","94.525","97.125","97.025","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","99","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5"
"INTL.57-6-KGZ-BB.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04"
"INTL.57-6-LAO-BB.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-LVA-BB.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-LBN-BB.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-LSO-BB.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-LBR-BB.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-LBY-BB.A","        Libya","23.5","23","22.6","21.5","21.27","21.1","21.3","21.3","21","22","22.8","22.8","22.8","22.8","22.8","22.8","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","36","39","39.126","41.464","41.464","43.66","44.27","46.42","47.1","48.01","48.47","48.363","48.363","48.363","48.363","48.363","48.363","48.363"
"INTL.57-6-LTU-BB.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012"
"INTL.57-6-LUX-BB.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MAC-BB.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MDG-BB.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MWI-BB.A","        Malawi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MYS-BB.A","        Malaysia","2.8","3","2.8","3.325","3","3","3.1","2.8205","2.9","2.922","2.95","2.9","3.045","3.7","4.3","4.3","4.3","4","3.9","3.9","3.9","3.9","3","3","3","3","3","3","4","4","4","4","4","4","4","3.8","3.6","3.6","3.6","3.6","3.6","3.6"
"INTL.57-6-MDV-BB.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MLI-BB.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MLT-BB.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MTQ-BB.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MRT-BB.A","        Mauritania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.1","0.1","0.1","0.1","0.1","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
"INTL.57-6-MUS-BB.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MEX-BB.A","        Mexico","31.25","44","56.99","48.3","48","48.6","49.3","54.653","48.61","54.11","56.365","51.983","51.298","51.298","50.925","50.776","49.775","48.796","40","47.822","28.399","28.26","26.941","12.622","15.674","14.6","12.8822","12.352","11.65","10.5012","10.404","10.42","10.3591","10.2639","10.073","9.812","9.711","7.2585","7.2189","6.427","5.7861","5.7861"
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-6-MDA-BB.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MNG-BB.A","        Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.57-6-MNE-BB.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MSR-BB.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MAR-BB.A","        Morocco","0.0001","0.000075","0.00032","0.00029","0.00022","0.00025","0.00025","0.0003","0.0027","0.0026","0.0025","0.002","0.002139","0.001604","0.001063","0.001736","0.00119","0.00119","0.001966","0.001966","0.001904","0.0018","0.0018","0.0016","0.0016","0.0016","0.001069","0.000988","0.000836","0.000752","0.000752","0.000684","0.000684","0.000684","0.000684","0.000684","0.000684","0.000684","0.000684","0.000684","0.000684","0.000684"
"INTL.57-6-MOZ-BB.A","        Mozambique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NAM-BB.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NRU-BB.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NPL-BB.A","        Nepal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NLD-BB.A","        Netherlands","0.06","0.285","0.345","0.294","0.3087","0.31","0.251","0.1949","0.195","0.20559","0.1698","0.1572","0.14465","0.14465","0.132086","0.113217","0.106927","0.088057","0.113217","0.125796","0.106927","0.106927","0.106927","0.106","0.106","0.106","0.106","0.1","0.1","0.1","0.1","0.31","0.2874","0.243858","0.149697","0.144665","0.140892","0.113216","0.081129","0.07422","0.114474","0.137747"
"INTL.57-6-NLDA-BB.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NCL-BB.A","        New Caledonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NZL-BB.A","        New Zealand","0.11","0.173","0.1708","0.169","0.17","0.155","0.176","0.167","0.16","0.18265","0.146","0.209","0.17023","0.16957","0.156","0.1366","0.104","0.13505","0.14529","0.127","0.127","0.127","0.089533","0.1897","0.0545","0.05148","0.053","0.053","0.055","0.06","0.06","0.1125","0.0961","0.0814","0.0784","0.0672","0.0641","0.0569","0.058708","0.048538","0.043296","0.040993"
"INTL.57-6-NIC-BB.A","        Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-NER-BB.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"INTL.57-6-NGA-BB.A","        Nigeria","17.4","16.7","16.5","16.75","16.55","16.65","16.6","16","15.98","16","16","17.1","17.89982","17.89982","17.89982","17.89982","20.828","15.52088","16.786","22.5","22.5","22.5","24","24","25","35.255","35.876","36.22","36.22","36.22","37.2","37.2","37.2","37.2","37.14","37.07","37.07","37.062","37.453","36.182","36.972","36.89"
"INTL.57-6-NIU-BB.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-PRK-BB.A","        North Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MKD-BB.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-6-NOR-BB.A","        Norway","5.75","5.5","7.62","6.8","7.66","8.3","10.9","10.5","14.8","10.435","11.546204","7.609412","7.6094","8.805734","9.28376","9.415846","8.422056","11.2336","10.422215","10.91282","10.787024","9.44729","9.44729","10.265","10.44737","8.5","7.705","7.8493","6.865325","6.68","6.68","5.67","5.32","5.366","5.825","5.497285","5.138767","6.61058","7.717075","8.047227","8.219287","8.122151"
"INTL.57-6-OMN-BB.A","        Oman","2.4","2.34","2.57","2.73","2.79","3.5","4","4.032","4.012","4.07116","4.25","4.3","4.25","4.483","4.7","4.828","5.138","5.138","5.238","5.283","5.283","5.506","5.506","5.506","5.506","5.506","5.506","5.5","5.5","5.5","5.5","5.5","5.5","5.5","4.9743","5.151","5.306","5.373","5.373","5.373","5.373","5.373"
"INTL.57-6-PAK-BB.A","        Pakistan","0.2","0.1965","0.24","0.1963","0.0829","0.082","0.109","0.096","0.096","0.170438","0.118563","0.162087","0.162","0.412","0.203284","0.203284","0.203284","0.208","0.208","0.208","0.208","0.208","0.298237","0.310443","0.288675","0.288675","0.289202","0.289202","0.289202","0.339","0.313","0.313","0.280647","0.24753","0.341932","0.371","0.3535","0.35063","0.332166","0.34283","0.568446","0.54"
"INTL.57-6-PSE-BB.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-PAN-BB.A","        Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-PNG-BB.A","        Papua New Guinea","NA","NA","NA","NA","NA","0.05","0.05","0.065","0.2","0.2","0.2","0.2","0.2","0.34","0.2534","0.229","0.4","0.275","0.325","0.333","0.333","0.3598","0.238345","0.24","0.24","0.24","0.24","0.24","0.088","0.088","0.088","0.088","0.182","0.15426","0.185934","0.175179","0.180249","0.15942","0.183826","0.171429","0.158157","0.159656"
"INTL.57-6-PRY-BB.A","        Paraguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-PER-BB.A","        Peru","0.655","0.65","0.80131","0.835336","0.7751","0.6701","0.636","0.546","0.51186","0.456806","0.411979","0.405937","0.382181","0.380866","0.3809","0.8","0.8084","0.8084","0.8","0.323521","0.355","0.31","0.323393","0.323393","0.2853","0.9528","0.9296","0.9296","0.382866","0.415769","0.447382","0.53266","0.58203","0.5792","0.632906","0.741219","0.682681","0.473","1.224625","1.224625","0.98506","0.85889"
"INTL.57-6-PHL-BB.A","        Philippines","0.025","0.02","0.023","0.0356","0.0163","0.0163","0.0163","0.0169","0.016","0.0158","0.015","0.038688","0.038","0.14754","0.279","0.239","0.2161","0.213","0.2127","0.228","0.289","0.289","0.17806","0.152","0.152","0.152","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385","0.1385"
"INTL.57-6-POL-BB.A","        Poland","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.03","0.042208","0.036793","0.03531","0.031334","0.040057","0.040057","0.114883","0.114883","0.114883","0.114883","0.096375","0.096375","0.096375","0.096375","0.096375","0.096375","0.096375","0.096375","0.096375","0.155","0.15652","0.153553","0.142945","0.137752","0.137752","0.128","0.124","0.119","0.113"
"INTL.57-6-PRT-BB.A","        Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-PRI-BB.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-QAT-BB.A","        Qatar","3.76","3.585","3.434","3.425","3.33","3.35","3.3","3.154","3.15","3.15","4.5","4.5","3.729","3.729","3.729","3.7","3.7","3.7","3.7","3.7","3.7","13.157","15.207","15.207","15.207","15.207","15.207","15.207","15.207","15.21","25.41","25.38","25.38","25.38","25.24","25.244","25.244","25.244","25.244","25.244","25.244","25.244"
"INTL.57-6-REU-BB.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ROU-BB.A","        Romania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.17","1.15","1.568754","1.568754","1.606","1.606","1.606","1.606","1.42614","1.42614","1.42614","0.95562","0.95562","0.95562","0.95562","0.95562","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"INTL.57-6-RUS-BB.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","48.573","48.573","48.573","48.573","48.573","48.573","60","60","60","60","60","60","60","60","60","60","80","80","80","80","80","80","80","80","80"
"INTL.57-6-RWA-BB.A","        Rwanda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SHN-BB.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-KNA-BB.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-LCA-BB.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SPM-BB.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-VCT-BB.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-WSM-BB.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-STP-BB.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SAU-BB.A","        Saudi Arabia","166.48","168.03","167.85","165.32","168.8475","171.71","171.49","169.18","169.585","172.575","257.559","260.004","260.342","260.342","261.203","261.203","261.203","261.5","261.5","261.5","263.5","261.7","261.75","261.8","261.9","261.9","264.31","264.209","264.251","264.21","264.21","264.4","264.52","265.41","265.85","265.789","266.578","266.455","266.208","266.26","267.026","258.6"
"INTL.57-6-SEN-BB.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SRB-BB.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775","0.0775"
"INTL.57-6-SYC-BB.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SLE-BB.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SGP-BB.A","        Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SVK-BB.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009"
"INTL.57-6-SVN-BB.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SLB-BB.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
